frame,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
949,0.563553512096405,0.45984938740730286,-0.1677650511264801,0.9997525811195374,0.5725401639938354,0.4572797119617462,-0.16030225157737732,0.9998016357421875,0.575008749961853,0.46038001775741577,-0.16035902500152588,0.9998124837875366,0.5777199268341064,0.46375519037246704,-0.16043420135974884,0.9998490214347839,0.5671533942222595,0.45070046186447144,-0.15036362409591675,0.9997729063034058,0.5658859610557556,0.448999285697937,-0.15032413601875305,0.9997315406799316,0.5645920038223267,0.4473108947277069,-0.15032967925071716,0.9997606873512268,0.5840036869049072,0.4824208915233612,-0.0759885385632515,0.9998586773872375,0.5632177591323853,0.4574878215789795,-0.0574946291744709,0.9997985363006592,0.5635673999786377,0.4811529815196991,-0.14228136837482452,0.999795138835907,0.5564316511154175,0.4719589948654175,-0.13346101343631744,0.9996271133422852,0.5924705862998962,0.5613400340080261,-0.0709589272737503,0.9999330043792725,0.5253480076789856,0.5247327089309692,0.03251468390226364,0.9992277026176453,0.6323118209838867,0.603685736656189,-0.23329965770244598,0.9853078722953796,0.4889417290687561,0.5976191759109497,0.08624696731567383,0.4805894196033478,0.6279932856559753,0.499203622341156,-0.407278835773468,0.9389749765396118,0.4481102526187897,0.6223248839378357,0.03821084275841713,0.5853787064552307,0.6268499493598938,0.47581252455711365,-0.440741628408432,0.9217327237129211,0.43603643774986267,0.6247482895851135,0.03208702430129051,0.5802859663963318,0.622580885887146,0.47325989603996277,-0.4259334206581116,0.920120120048523,0.43611446022987366,0.6203808784484863,0.0077836774289608,0.5865103602409363,0.620397686958313,0.4809882640838623,-0.40542054176330566,0.9071872234344482,0.4401913583278656,0.6213910579681396,0.0269528366625309,0.583700954914093,0.5305814146995544,0.7650363445281982,-0.049948837608098984,0.9994617104530334,0.4997667372226715,0.7276679277420044,0.04997187852859497,0.9983741044998169,0.5000735521316528,0.9022355675697327,-0.07297976315021515,0.9635132551193237,0.43787121772766113,0.7340975999832153,-0.04736403375864029,0.7549721002578735,0.5242294073104858,1.0196638107299805,0.0073499479331076145,0.8980311751365662,0.48868995904922485,0.8418900370597839,0.09099110215902328,0.40951722860336304,0.5338406562805176,1.0338596105575562,0.009832614101469517,0.7863587141036987,0.5029407143592834,0.8448265790939331,0.10508616268634796,0.5363255739212036,0.5134152173995972,1.0634843111038208,-0.03955337777733803,0.8265751600265503,0.4885558485984802,0.892026424407959,0.07810327410697937,0.42244791984558105
950,0.5642372369766235,0.46028751134872437,-0.1601983904838562,0.9997767210006714,0.5729994773864746,0.4575587511062622,-0.14906521141529083,0.9998202919960022,0.5753450393676758,0.4606074392795563,-0.1490946263074875,0.9998302459716797,0.5779356360435486,0.46394169330596924,-0.14916813373565674,0.99986332654953,0.5679004192352295,0.4510892629623413,-0.1453300267457962,0.9997942447662354,0.566749632358551,0.4494270384311676,-0.14528745412826538,0.9997568130493164,0.5655690431594849,0.44778960943222046,-0.14530205726623535,0.999782919883728,0.5845592617988586,0.4824517071247101,-0.07121291011571884,0.9998712539672852,0.5645540952682495,0.4582592844963074,-0.0566328689455986,0.9998179078102112,0.5644250512123108,0.4815360903739929,-0.1311880350112915,0.9998151063919067,0.5573315620422363,0.4725606143474579,-0.12726841866970062,0.9996636509895325,0.5936843752861023,0.5615605115890503,-0.06965742260217667,0.999936580657959,0.5261974930763245,0.5251117944717407,0.032278575003147125,0.9992861747741699,0.6338950991630554,0.5985115766525269,-0.232071191072464,0.9867259860038757,0.4883859157562256,0.5942627191543579,0.08246450126171112,0.519093930721283,0.6293038129806519,0.4927547574043274,-0.40042346715927124,0.9448843598365784,0.4465528130531311,0.6069278120994568,0.03917524963617325,0.6223714351654053,0.6280756592750549,0.4675668179988861,-0.4330206513404846,0.9287600517272949,0.43405038118362427,0.6053355932235718,0.0321764200925827,0.6153948903083801,0.6242765188217163,0.4640505909919739,-0.41997694969177246,0.9272369742393494,0.433871328830719,0.6005022525787354,0.009220785461366177,0.6212498545646667,0.6220250725746155,0.4723571836948395,-0.3984314203262329,0.9153769612312317,0.43778282403945923,0.6032294034957886,0.028354477137327194,0.6183757185935974,0.5281888842582703,0.764794647693634,-0.048327457159757614,0.9994919896125793,0.49835529923439026,0.7240016460418701,0.0483640693128109,0.998460590839386,0.49776405096054077,0.9026102423667908,-0.07519994676113129,0.9651075005531311,0.43514180183410645,0.719362735748291,-0.05551831051707268,0.7743237018585205,0.5233502388000488,1.0216858386993408,0.0004065660177730024,0.9052616357803345,0.48096099495887756,0.8337268233299255,0.07239902764558792,0.43826112151145935,0.5331079363822937,1.0382028818130493,0.005568026565015316,0.7934800982475281,0.49507442116737366,0.8395169377326965,0.08522725850343704,0.5547535419464111,0.5122565627098083,1.0646750926971436,-0.06307513266801834,0.8365748524665833,0.47207170724868774,0.8781171441078186,0.053090352565050125,0.44478604197502136
951,0.5643658638000488,0.4607001543045044,-0.1495749056339264,0.9997974038124084,0.5733309984207153,0.45786237716674805,-0.13998568058013916,0.9998348951339722,0.5759024024009705,0.46102285385131836,-0.13999807834625244,0.999843955039978,0.5785947442054749,0.4643201231956482,-0.14006823301315308,0.9998743534088135,0.5686763525009155,0.4514286518096924,-0.1358129382133484,0.9998115301132202,0.5677196383476257,0.4498242139816284,-0.13577790558338165,0.9997772574424744,0.5667807459831238,0.448273241519928,-0.1358073651790619,0.9998008608818054,0.5855640769004822,0.48250335454940796,-0.07244960963726044,0.9998784065246582,0.5671547055244446,0.45868855714797974,-0.05382745340466499,0.9998341202735901,0.5644176006317139,0.4818175435066223,-0.12390957772731781,0.9998316764831543,0.5578895211219788,0.4728066623210907,-0.1184416189789772,0.9996950030326843,0.5959318280220032,0.563714325428009,-0.07313244044780731,0.9999330043792725,0.5266073942184448,0.5253528356552124,0.024467479437589645,0.9993384480476379,0.6342473030090332,0.5909318923950195,-0.23135945200920105,0.9879758358001709,0.4866887927055359,0.5889456868171692,0.05343518406152725,0.5577948093414307,0.6295104026794434,0.48416075110435486,-0.3824502229690552,0.9500784873962402,0.44177132844924927,0.5930708646774292,0.0008568683406338096,0.656732439994812,0.6277018189430237,0.4568830728530884,-0.41094255447387695,0.9346291422843933,0.43022170662879944,0.5897594690322876,-0.00815034843981266,0.6481064558029175,0.6243095993995667,0.4540899991989136,-0.3907446563243866,0.9331128597259521,0.431082546710968,0.5850656628608704,-0.02819214202463627,0.6535043120384216,0.6221503019332886,0.46329736709594727,-0.3780342936515808,0.9221685528755188,0.4344918131828308,0.5879850387573242,-0.009250457398593426,0.6507092118263245,0.5277889966964722,0.7647701501846313,-0.04654645547270775,0.9995150566101074,0.49833256006240845,0.7210952043533325,0.04655972868204117,0.9985409379005432,0.4970046579837799,0.9030789732933044,-0.07740601897239685,0.9667473435401917,0.43244248628616333,0.7084115147590637,-0.03774121403694153,0.791000485420227,0.5216051340103149,1.0198707580566406,-0.01421499252319336,0.9113832116127014,0.4750118851661682,0.8265751600265503,0.08455158770084381,0.46774229407310486,0.5306876301765442,1.0370635986328125,-0.009172188118100166,0.8015629053115845,0.4893421530723572,0.8368834853172302,0.09672896564006805,0.573869526386261,0.5132733583450317,1.0627700090408325,-0.06912468373775482,0.8444710969924927,0.4538554549217224,0.856453001499176,0.07265451550483704,0.46611326932907104
952,0.5651673078536987,0.4607700705528259,-0.13006125390529633,0.9998111128807068,0.5743546485900879,0.457994282245636,-0.12260819971561432,0.9998399615287781,0.5770571827888489,0.46126675605773926,-0.12262675911188126,0.9998480677604675,0.579987645149231,0.46458905935287476,-0.12270136922597885,0.9998776912689209,0.569949209690094,0.4515063464641571,-0.11569191515445709,0.9998195767402649,0.5691366195678711,0.44995149970054626,-0.1156635507941246,0.9997863173484802,0.5683665871620178,0.44842439889907837,-0.11570213735103607,0.9998082518577576,0.5871366262435913,0.48268359899520874,-0.06777159869670868,0.9998706579208374,0.5696164965629578,0.460104763507843,-0.03676827996969223,0.9998437762260437,0.5650657415390015,0.4820020794868469,-0.10963030904531479,0.9998411536216736,0.5590575337409973,0.4731089770793915,-0.10052430629730225,0.9997174739837646,0.5970454216003418,0.5651757717132568,-0.07614824920892715,0.9999172687530518,0.5267502069473267,0.5259615778923035,0.02926136925816536,0.9993771314620972,0.6346321702003479,0.5850691199302673,-0.24121959507465363,0.9890637397766113,0.4861625134944916,0.5864073038101196,0.06426877528429031,0.5897217392921448,0.6299344301223755,0.47663789987564087,-0.38293248414993286,0.9546639323234558,0.4401242136955261,0.5829809308052063,0.01730038784444332,0.6867932677268982,0.6286057829856873,0.4460330605506897,-0.41265398263931274,0.939666211605072,0.4285793900489807,0.5766041874885559,0.010515719652175903,0.6764659881591797,0.6252329349517822,0.44342389702796936,-0.39356136322021484,0.9380782842636108,0.42916083335876465,0.5710093379020691,-0.008939063176512718,0.6814804673194885,0.6229941844940186,0.45368146896362305,-0.3793436288833618,0.9278939366340637,0.4322706162929535,0.5750043392181396,0.0074792830273509026,0.6787719130516052,0.5270627737045288,0.7642707824707031,-0.04531422257423401,0.999534547328949,0.49615606665611267,0.7171282172203064,0.04530019313097,0.9986297488212585,0.497875452041626,0.9068304896354675,-0.07875676453113556,0.967821478843689,0.4330606460571289,0.6934342384338379,-0.05014012008905411,0.8053289651870728,0.5206369757652283,1.0180912017822266,-0.005091702099889517,0.9137368202209473,0.4684675633907318,0.817317008972168,0.048349685966968536,0.49245646595954895,0.5284911394119263,1.0336360931396484,0.0013452619314193726,0.8027473092079163,0.4823377728462219,0.8311454057693481,0.0584670826792717,0.5899392366409302,0.5149453282356262,1.0618631839752197,-0.061217766255140305,0.8447718024253845,0.4420325756072998,0.8394497632980347,0.03554905578494072,0.4824778437614441
953,0.5672146081924438,0.46266433596611023,-0.12272143363952637,0.999823808670044,0.5771883130073547,0.4602484703063965,-0.11310388892889023,0.999843955039978,0.5801817178726196,0.4637655019760132,-0.1131167858839035,0.9998499751091003,0.5831897854804993,0.46727219223976135,-0.11318506300449371,0.9998785853385925,0.5722739696502686,0.45342183113098145,-0.107821524143219,0.9998282790184021,0.5713297724723816,0.45188695192337036,-0.1077956110239029,0.9997963905334473,0.5704439878463745,0.4503859281539917,-0.10783278942108154,0.99981689453125,0.5892030000686646,0.4852257966995239,-0.05548691004514694,0.9998594522476196,0.5714341402053833,0.46359604597091675,-0.030854424461722374,0.9998530745506287,0.5669932961463928,0.4830426871776581,-0.10178242623806,0.9998473525047302,0.5606478452682495,0.47432681918144226,-0.09468583762645721,0.9997366070747375,0.5971686244010925,0.5670715570449829,-0.06966818869113922,0.9998725056648254,0.5268551111221313,0.528384804725647,0.024524638429284096,0.9993964433670044,0.6357920169830322,0.5772803425788879,-0.2298523485660553,0.9900006651878357,0.48562780022621155,0.5857011675834656,0.034020282328128815,0.6209845542907715,0.6305533647537231,0.4678468406200409,-0.3594728112220764,0.9586564302444458,0.4428074359893799,0.5735312700271606,-0.031019318848848343,0.7144536972045898,0.6292036771774292,0.4387423098087311,-0.3871507942676544,0.943681538105011,0.43000903725624084,0.5668652057647705,-0.04341098293662071,0.7028096318244934,0.6256150007247925,0.43691447377204895,-0.36827459931373596,0.9419181942939758,0.43048128485679626,0.5614122748374939,-0.061852507293224335,0.7074466943740845,0.6237202286720276,0.4470035433769226,-0.35600656270980835,0.9325417876243591,0.43412429094314575,0.5651641488075256,-0.04109521210193634,0.7048730254173279,0.524621307849884,0.7623594403266907,-0.04015197604894638,0.9995368719100952,0.4930395483970642,0.71381014585495,0.040056757628917694,0.9986895322799683,0.498664915561676,0.9106479287147522,-0.07824470847845078,0.9690113067626953,0.42886820435523987,0.6840483546257019,-0.04108092561364174,0.8197829127311707,0.5173781514167786,1.0186572074890137,0.025182228535413742,0.9136319160461426,0.45832863450050354,0.8093827962875366,0.07379239797592163,0.513611912727356,0.5225518941879272,1.0330853462219238,0.03536386042833328,0.7975541353225708,0.47367772459983826,0.8240874409675598,0.0854886919260025,0.6027913689613342,0.515589714050293,1.0656520128250122,-0.013238027691841125,0.8399190902709961,0.42912954092025757,0.8270334005355835,0.06546493619680405,0.49125176668167114
954,0.5691146850585938,0.4663317799568176,-0.12739333510398865,0.999821662902832,0.579171359539032,0.4654139280319214,-0.1178646832704544,0.9998210072517395,0.582085907459259,0.46962979435920715,-0.11788259446620941,0.9998225569725037,0.5849591493606567,0.4738784432411194,-0.11794485151767731,0.99985271692276,0.5741124749183655,0.45732414722442627,-0.11236395686864853,0.9998207092285156,0.5730809569358826,0.45546966791152954,-0.11235382407903671,0.9997880458831787,0.5720723271369934,0.45371314883232117,-0.11239369958639145,0.9998081922531128,0.5904367566108704,0.4911958575248718,-0.06065542623400688,0.999796986579895,0.5721595883369446,0.46800360083580017,-0.03405053913593292,0.9998519420623779,0.5684152841567993,0.48598161339759827,-0.10671533644199371,0.9998289346694946,0.5619773864746094,0.47711601853370667,-0.09917080402374268,0.9997358918190002,0.596698522567749,0.5679734945297241,-0.07065550982952118,0.9997672438621521,0.5269960165023804,0.5327596664428711,0.020251361653208733,0.9993701577186584,0.6360798478126526,0.568973958492279,-0.23678036034107208,0.9907990097999573,0.48543810844421387,0.5850299596786499,0.023093856871128082,0.6475650668144226,0.6306735873222351,0.46383053064346313,-0.36741048097610474,0.9619673490524292,0.44295650720596313,0.5641535520553589,-0.05453777313232422,0.7390556335449219,0.6299681067466736,0.43436381220817566,-0.3957483768463135,0.9465938806533813,0.43051204085350037,0.5559094548225403,-0.06904670596122742,0.7261376976966858,0.6260518431663513,0.4331146776676178,-0.3792470097541809,0.9445518851280212,0.43157678842544556,0.54990553855896,-0.0860842615365982,0.7304477095603943,0.6240126490592957,0.44351926445961,-0.36477145552635193,0.9359527230262756,0.43512049317359924,0.5538264513015747,-0.06452272832393646,0.7280340790748596,0.5232213735580444,0.7623005509376526,-0.04013373702764511,0.9995020627975464,0.4921521246433258,0.7132748365402222,0.040028177201747894,0.9986571073532104,0.4994325637817383,0.914678692817688,-0.07666976749897003,0.9708067774772644,0.42953577637672424,0.6756652593612671,-0.02491353452205658,0.8322682976722717,0.5113565921783447,1.040636420249939,0.010864096693694592,0.9183100461959839,0.45131054520606995,0.8050207495689392,0.07520722597837448,0.5396081209182739,0.5145435333251953,1.0602155923843384,0.016791915521025658,0.8002769947052002,0.46372371912002563,0.828917920589447,0.09272266924381256,0.621002197265625,0.5065840482711792,1.0835857391357422,-0.04998991638422012,0.8441402316093445,0.41360846161842346,0.8083427548408508,0.07808338850736618,0.5080286860466003
955,0.5705096125602722,0.469076544046402,-0.12736155092716217,0.9998078346252441,0.58069908618927,0.46971267461776733,-0.11826654523611069,0.9997740983963013,0.5835280418395996,0.4744182229042053,-0.1182846799492836,0.9997724294662476,0.5862727165222168,0.4789021909236908,-0.11833979934453964,0.9998075366020203,0.575860857963562,0.4608089029788971,-0.11232064664363861,0.999796450138092,0.5748860239982605,0.4588180482387543,-0.11231730878353119,0.9997594952583313,0.5739336609840393,0.45691171288490295,-0.11236649751663208,0.9997795820236206,0.5915712118148804,0.4962577819824219,-0.06183605268597603,0.9996947050094604,0.5746996402740479,0.4724387228488922,-0.03313801810145378,0.9998384714126587,0.5692581534385681,0.48846864700317383,-0.10698634386062622,0.9997843503952026,0.563275933265686,0.4791082739830017,-0.09871856123209,0.9997080564498901,0.5966050624847412,0.569010317325592,-0.07124044746160507,0.9995970129966736,0.5280276536941528,0.5366057753562927,0.023667488247156143,0.9992565512657166,0.6351289749145508,0.5627791285514832,-0.2440020740032196,0.9914566874504089,0.48640474677085876,0.5846659541130066,0.03472090885043144,0.6690069437026978,0.6304287314414978,0.4571985602378845,-0.3762897253036499,0.9648029804229736,0.44557005167007446,0.5567783713340759,-0.039407435804605484,0.7603393793106079,0.630039632320404,0.4295733571052551,-0.4027232527732849,0.9490275382995605,0.43329229950904846,0.5479532480239868,-0.05357534810900688,0.7458834648132324,0.6260274052619934,0.4283558428287506,-0.38936930894851685,0.9467350244522095,0.4346739649772644,0.5406637191772461,-0.07072563469409943,0.7498584985733032,0.623871922492981,0.4383430778980255,-0.3752066493034363,0.9387521743774414,0.4383808970451355,0.5448326468467712,-0.04939015582203865,0.7475566864013672,0.5213388204574585,0.760990560054779,-0.039994530379772186,0.9994202852249146,0.4904460310935974,0.709641695022583,0.0398850254714489,0.9984648823738098,0.4999113976955414,0.917590320110321,-0.0772654265165329,0.9726674556732178,0.42875951528549194,0.6696653962135315,-0.024526383727788925,0.8449116945266724,0.5060518980026245,1.0692533254623413,-0.03335225209593773,0.9247454404830933,0.4406073987483978,0.7963828444480896,0.09071379154920578,0.568336546421051,0.5074460506439209,1.0933587551116943,-0.03289511054754257,0.8085533380508423,0.449244886636734,0.8259252905845642,0.10357304662466049,0.6419159770011902,0.49599695205688477,1.1101375818252563,-0.12359048426151276,0.8533720374107361,0.4012905955314636,0.7963517904281616,0.0808957889676094,0.5289638638496399
956,0.5727339386940002,0.4725508689880371,-0.12878018617630005,0.9998193979263306,0.5829638242721558,0.4746183753013611,-0.11874601989984512,0.9997813105583191,0.5856639742851257,0.4792191684246063,-0.11875592172145844,0.9997769594192505,0.588222861289978,0.48361316323280334,-0.11879657208919525,0.999809205532074,0.5781130790710449,0.46514397859573364,-0.1136166900396347,0.9998087882995605,0.5771377682685852,0.4629616141319275,-0.1136239543557167,0.9997745752334595,0.5762330293655396,0.4608559012413025,-0.11366055905818939,0.999793529510498,0.5930044054985046,0.5010659098625183,-0.05929013341665268,0.9996950626373291,0.5771292448043823,0.47603437304496765,-0.03433714434504509,0.9998489618301392,0.5710753202438354,0.49159398674964905,-0.1076614260673523,0.9997804760932922,0.5653297305107117,0.48119252920150757,-0.10035041719675064,0.9997186660766602,0.5964148640632629,0.5708361864089966,-0.07420087605714798,0.9994461536407471,0.5291982889175415,0.5392501354217529,0.017960162833333015,0.9992117285728455,0.6344510316848755,0.5581158995628357,-0.21995794773101807,0.9920629262924194,0.4870396554470062,0.5821487307548523,-0.006331017706543207,0.6904215216636658,0.6302980184555054,0.44927263259887695,-0.32317325472831726,0.9672785997390747,0.44742026925086975,0.5504447221755981,-0.1195584386587143,0.779460072517395,0.6301141977310181,0.42353928089141846,-0.35078296065330505,0.9508498907089233,0.4356773793697357,0.540054976940155,-0.14124155044555664,0.7633183598518372,0.6260775327682495,0.4229981303215027,-0.33873042464256287,0.9482932686805725,0.43705686926841736,0.5329034328460693,-0.15691226720809937,0.7670769691467285,0.6239648461341858,0.43276888132095337,-0.32267773151397705,0.9411212801933289,0.4406895637512207,0.5374348759651184,-0.13015973567962646,0.7651054263114929,0.5201184749603271,0.7579430341720581,-0.04035899043083191,0.9993932247161865,0.49009424448013306,0.7052249312400818,0.04023624211549759,0.9984869360923767,0.5001877546310425,0.9163260459899902,-0.07682355493307114,0.9750882387161255,0.4251679480075836,0.6661110520362854,-0.012538979761302471,0.8584586977958679,0.5048114657402039,1.0556977987289429,-0.02368074283003807,0.9313414692878723,0.4240010678768158,0.7886160016059875,0.12958282232284546,0.6043041348457336,0.5066956877708435,1.0779367685317993,-0.022019091993570328,0.8197643160820007,0.4318142533302307,0.8227373957633972,0.14171388745307922,0.6691946387290955,0.49210119247436523,1.0958845615386963,-0.11191044002771378,0.864416778087616,0.3841283917427063,0.7841381430625916,0.104397714138031,0.5615561604499817
957,0.5741325616836548,0.47693341970443726,-0.12800516188144684,0.9998219013214111,0.5845557451248169,0.4800419807434082,-0.11726851761341095,0.9997743368148804,0.5870847702026367,0.4845607876777649,-0.11728091537952423,0.9997661709785461,0.5894443988800049,0.48898252844810486,-0.11732350289821625,0.999795138835907,0.5793405771255493,0.4708649814128876,-0.11218547821044922,0.999810516834259,0.578170657157898,0.46880394220352173,-0.11219950765371323,0.9997783303260803,0.5770986676216125,0.4667817950248718,-0.11222489178180695,0.9997959136962891,0.5935083031654358,0.5067212581634521,-0.05604720860719681,0.9996792078018188,0.5781115293502808,0.48131683468818665,-0.03155122697353363,0.9998515844345093,0.572019100189209,0.49609655141830444,-0.10642287880182266,0.9997603893280029,0.5663381814956665,0.48487743735313416,-0.0992438867688179,0.9997124075889587,0.5961642861366272,0.5720418691635132,-0.07545722275972366,0.9993603229522705,0.5295192003250122,0.5415897965431213,0.020965997129678726,0.9991337060928345,0.6343480348587036,0.5536119937896729,-0.22284698486328125,0.9926887154579163,0.4866369664669037,0.5824017524719238,-0.011298784986138344,0.7113260626792908,0.6300302743911743,0.447634220123291,-0.34281161427497864,0.9700318574905396,0.4490950107574463,0.5441175699234009,-0.14024369418621063,0.7983318567276001,0.62981778383255,0.4232082664966583,-0.3736439347267151,0.9539897441864014,0.4377698302268982,0.5323078632354736,-0.16360995173454285,0.7815231084823608,0.6259006857872009,0.4215882122516632,-0.3592207133769989,0.9514114856719971,0.4388867914676666,0.525695264339447,-0.17864128947257996,0.7850440144538879,0.6239681839942932,0.4304889142513275,-0.3416060507297516,0.944817841053009,0.4425240159034729,0.5304880738258362,-0.15099674463272095,0.7832406163215637,0.5186644792556763,0.7552279829978943,-0.039646461606025696,0.999362051486969,0.4877869486808777,0.7045537233352661,0.039533644914627075,0.9984807968139648,0.5003682374954224,0.9141818284988403,-0.0781669095158577,0.9772413372993469,0.4205268323421478,0.666563093662262,-0.02265070006251335,0.8703815937042236,0.4961755871772766,1.0393221378326416,-0.011095941998064518,0.9368450045585632,0.40659743547439575,0.7808165550231934,0.12101854383945465,0.6360718607902527,0.49848657846450806,1.0718262195587158,-0.011498912237584591,0.8261109590530396,0.41389721632003784,0.8122134804725647,0.13320544362068176,0.6921908855438232,0.48522305488586426,1.090301513671875,-0.08882816880941391,0.8723248243331909,0.3655032515525818,0.7647429704666138,0.09016160666942596,0.588096022605896
958,0.5747174024581909,0.4787609577178955,-0.12588603794574738,0.9998113512992859,0.5846906900405884,0.48183438181877136,-0.11488594859838486,0.9997479915618896,0.5871742963790894,0.48627060651779175,-0.11490752547979355,0.9997324347496033,0.5894743204116821,0.4906010627746582,-0.1149505227804184,0.9997572898864746,0.5796321034431458,0.4731519818305969,-0.10917659848928452,0.999796986579895,0.5784772634506226,0.4712461829185486,-0.1092020720243454,0.9997663497924805,0.577400267124176,0.46939656138420105,-0.10922957956790924,0.999783992767334,0.5935612916946411,0.5085206627845764,-0.05315552279353142,0.9996401071548462,0.5784763097763062,0.483903169631958,-0.02571091055870056,0.9998463988304138,0.5725080966949463,0.4978525936603546,-0.10409879684448242,0.999725341796875,0.5670589208602905,0.48666203022003174,-0.09615722298622131,0.9997002482414246,0.5961209535598755,0.5729269981384277,-0.0736919566988945,0.9992362856864929,0.5302280187606812,0.5419701337814331,0.022404896095395088,0.9991205930709839,0.6330175399780273,0.5516161322593689,-0.2332034856081009,0.9932416081428528,0.4872168004512787,0.5810766220092773,-0.016079695895314217,0.7327555418014526,0.6298354268074036,0.44882556796073914,-0.35811591148376465,0.9725519418716431,0.44929543137550354,0.5395697355270386,-0.15634538233280182,0.8162379264831543,0.6296569108963013,0.4235011339187622,-0.3969215154647827,0.9570004940032959,0.4382301867008209,0.5274448990821838,-0.1818169206380844,0.7994027733802795,0.6256384253501892,0.4221016764640808,-0.3781452775001526,0.9543952345848083,0.44056978821754456,0.5209154486656189,-0.1974659264087677,0.8026881814002991,0.6237091422080994,0.4312908947467804,-0.3567609190940857,0.9482158422470093,0.44411420822143555,0.525316596031189,-0.16764429211616516,0.8010509610176086,0.5176519751548767,0.7527216672897339,-0.03504359722137451,0.9992243051528931,0.48562026023864746,0.7016041874885559,0.03498553857207298,0.9983895421028137,0.5006459951400757,0.9117213487625122,-0.07834810763597488,0.978901743888855,0.41802525520324707,0.670931875705719,-0.09364520013332367,0.880676805973053,0.4915066659450531,1.0382403135299683,0.0031841627787798643,0.9398415684700012,0.38674646615982056,0.7701950073242188,0.02122614160180092,0.6633686423301697,0.4850090444087982,1.0705533027648926,0.005178135819733143,0.8228328227996826,0.3907663822174072,0.7972940802574158,0.03001980111002922,0.7118915915489197,0.4768791198730469,1.0963938236236572,-0.0810733288526535,0.8721466064453125,0.34922856092453003,0.7413401007652283,-0.032561782747507095,0.6086188554763794
